,China,Dist,Distributor,Domestic_gross,Domestic_percentage,Intr_gross,Intr_percentage,Japan,Movie,MpaaRating,ProdBudget,Russia - CIS,United Kingdom,UsDist,UsRelease,WW_gross,dummy2,movie,updatedGenre
68,,Mindblowing,FIP,1600000.0,9.1,15900000.0,90.9,,Neerja,Unrated,,,153334.0,FIP,2016-02-19,17500000.0,,neerja,Drama
69,,Distribution,LGF,17100000.0,100.0,,0.0,,Norm of the North,PG,,765197.0,468854.0,Lionsgate,2016-01-15,17100000.0,,normofthenorth,Animation
70,,Sony,SGem,10900000.0,66.6,5500000.0,33.4,,Pride and Prejudice and Zombies,PG-13,28000000.0,532267.0,1037601.0,Sony / Screen Gems,2016-02-05,16399999.999999998,,prideprejudicezombies,Comedy
71,,Mindblowing,FIP,2600000.0,16.9,12800000.0,83.1,,Kapoor & Sons - Since 1921,Unrated,,,546533.0,FIP,2016-03-18,15400000.0,,kapoorsons,Comedy
72,15772274.0,DCS,LG/S,14700000.0,100.0,,0.0,,Criminal (2016),R,,728718.0,352892.0,Lionsgate/Summit,2016-04-15,14700000.0,,criminal2015,Action
73,,Sony,RAtt.,14400000.0,100.0,,0.0,,"Hello, My Name is Doris",R,,,,Roadside Attractions,2016-03-11,14400000.0,,"hello,mynameisdoris",Comedy
74,,Diamond,STX,9300000.0,64.5,5100000.0,35.5,,Hardcore Henry,R,,2738700.0,285187.0,STX Entertainment,2016-04-08,14300000.0,,hardcorehenry,Action
75,,EIG,Fox,3000000.0,21.2,11200000.0,78.8,,The Other Side of the Door,R,,871103.0,868073.0,Fox,2016-03-04,14200000.0,,othersideofthedoor,Horror
76,,Sophie,RAtt.,13500000.0,100.0,,0.0,,Love & Friendship,PG,,,2196318.0,Roadside Attractions,2016-05-13,13500000.0,,lovefriendship,Comedy
77,,Roadshow,ORF,12600000.0,100.0,,0.0,,Triple 9,R,,523156.0,2041254.0,Open Road Films,2016-02-26,12600000.0,,triplenine,Thriller
78,,UPI,HTR,10800000.0,100.0,,0.0,,The Darkness,PG-13,,,144719.0,High Top Releasing,2016-05-13,10800000.0,,bhtilt2016,Horror
79,,Nu Metro,LGF,9700000.0,93.0,731000.0,7.0,,The Perfect Match,R,,,,Lionsgate,2016-03-11,10400000.0,,theperfectmatch,Comedy
80,,PlayArte,Focus,8800000.0,100.0,,0.0,,Ratchet & Clank,PG,,245483.0,518804.0,Focus Features,2016-04-29,8800000.0,,ratchetandclank,Animation
81,,Roadshow,Wein.,3200000.0,38.5,5100000.0,61.5,,Sing Street,PG-13,,,1647582.0,Weinstein Company,2016-04-15,8400000.0,,singstreet,Musical
82,,Sony,A24,8300000.000000001,100.0,,0.0,,The Lobster (US Release),R,,,2164725.0,"May 13, 2016",,8300000.000000001,,thelobster,
83,,Myndform,BG,6800000.0,100.0,,0.0,,The Infiltrator,R,,,,Broad Green Pictures,2016-07-13,6800000.0,,theinfiltrator,Drama
84,,Paris,Focus,6500000.0,100.0,,0.0,,The Young Messiah,PG-13,,,,Focus Features,2016-03-11,6500000.0,,christthelord,Drama
85,,WB,WB,3700000.0,59.8,2500000.0,40.2,,Midnight Special,PG-13,,,1342203.0,Warner Bros.,2016-03-18,6200000.0,,midnightspecial,Sci-Fi
86,,Disney,Drft.,30200.0,0.7,4600000.0,99.3,,Men & Chicken,Unrated,,,,Drafthouse,2016-04-22,4600000.0,,menchicken,Comedy
87,,Sony,SPC,4200000.0,100.0,,0.0,,The Meddler,PG-13,,,66517.0,Sony Classics,2016-04-22,4200000.0,,themeddler,Comedy
88,,Futurefilm,RAtt.,4200000.0,100.0,,0.0,,A Hologram for the King,R,,446151.0,1028851.0,Roadside Attractions,2016-04-22,4200000.0,,ahologramfortheking,Drama
89,,IMAX,Imax,3700000.0,93.3,270000.0,6.7,,A Beautiful Planet,G,,,4388.0,IMAX,2016-04-29,4000000.0,,abeautifulplanet,Documentary
90,,Madman,Drft.,3800000.0,100.0,,0.0,,Where to Invade Next,R,,,121948.0,Drafthouse,2016-02-12,3800000.0,,wheretoinvadenext,Documentary
91,,Icon,IFC,3800000.0,100.0,,0.0,,The Man Who Knew Infinity,PG-13,,,734716.0,IFC,2016-04-29,3800000.0,,themanwhoknewinfinity,Drama
92,,Volga,A24,3700000.0,100.0,,0.0,,Swiss Army Man,R,,325917.0,,A24,2016-06-24,3700000.0,,swissarmyman,Comedy
93,,Roadshow,Par.,3400000.0,100.0,,0.0,,Everybody Wants Some!!,R,,55980.0,470261.0,Paramount,2016-03-30,3400000.0,,smoker,Comedy
94,,Bac,A24,3200000.0,100.0,,0.0,,Green Room,R,,,207595.0,"April 15, 2016",,3200000.0,,greenroom,
95,,Videocine,PNT,3100000.0,100.0,,0.0,,Compadres,R,,,,Pantelion,2016-04-22,3100000.0,,compadres,Action
96,,Sony,SPC,3100000.0,100.0,,0.0,,Maggie's Plan,R,,,133240.0,"May 20, 2016",,3100000.0,,maggiesplan,
97,,Studio Canal,RAtt.,2800000.0,100.0,,0.0,,Our Kind of Traitor,R,,133782.0,1566420.0,Roadside Attractions,2016-07-01,2800000.0,,ourkindoftraitor,Drama
98,,Sony,SPC,2600000.0,100.0,,0.0,,Miles Ahead,R,,,242629.0,Sony Classics,2016-04-01,2600000.0,,milesahead,Drama
99,,Studio Canal,EOne,,0.0,2400000.0,100.0,,The Program (2016),R,,,578026.0,"March 18, 2016",,2400000.0,,theprogram2015,
100,,Studio Canal,FoxS,2000000.0,100.0,,0.0,,A Bigger Splash,R,,246496.0,1700350.0,Fox Searchlight,2016-05-04,2000000.0,,abiggersplash,Drama
101,,-,FoxS,2000000.0,100.0,,0.0,,Demolition,R,,211360.0,386646.0,"April 8, 2016",,2000000.0,,demolition,
102,,Videocine,LGF,1700000.0,100.0,,0.0,,Busco Novio Para Mi Mujer,PG-13,,,,Lionsgate,2016-02-19,1700000.0,,busconovioparamimujer,Comedy
103,,Madman,IFC,5000.0,0.3,1700000.0,99.7,,A Perfect Day,R,,,,IFC,2016-01-15,1700000.0,,aperfectday,Drama
104,,Mindblowing,Yash,1700000.0,100.0,,0.0,,Fan,Unrated,,,994702.0,Yash Raj,2016-04-15,1700000.0,,fan16,Comedy
105,,Sony,SPC,1600000.0,100.0,,0.0,,I Saw the Light,R,,,105146.0,"March 25, 2016",,1600000.0,,isawthelight,
106,,Dogwoof,IFC,1600000.0,100.0,,0.0,,Weiner,R,,,21479.0,IFC,2016-05-20,1600000.0,,weiner,Documentary
107,,Kinepolis,Wein.,1500000.0,100.0,,0.0,,Jane Got a Gun,R,,108868.0,45311.0,Weinstein Company,2016-01-29,1500000.0,,janegotagun,Western
108,,Madman,Orch.,1500000.0,100.0,,0.0,,Hunt for the Wilderpeople,PG-13,,,,The Orchard,2016-06-24,1500000.0,,huntforwilderpeople,Adventure
109,,Alfa,Osci.,1300000.0,100.0,,0.0,,Embrace of the Serpent,Unrated,,,59026.0,"February 17, 2016",,1300000.0,,embraceoftheserpent,
110,,Eros,Eros,1300000.0,100.0,,0.0,,Housefull 3,Unrated,,,105588.0,Eros,2016-06-03,1300000.0,,housefull3,Comedy
111,,Finnkino,BG,1300000.0,100.0,,0.0,,The Neon Demon,R,,,164547.0,Broad Green Pictures,2016-06-24,1300000.0,,theneondemon,Horror
112,,Garsu,RAtt.,1300000.0,100.0,,0.0,,Genius,PG-13,,315667.0,,"June 10, 2016",,1300000.0,,genius,
113,,-,Osci.,47300.0,4.2,1100000.0,95.8,,Ma ma,Not Yet Rated,,28357.0,8806.0,"May 20, 2016",,1100000.0,,mama2015,
114,,Mindblowing,Relbig.,1100000.0,100.0,,0.0,,Wazir,Unrated,,,119178.0,Reliance Big Pictures,2016-01-08,1100000.0,,wazir,Thriller
115,,Margo,Men.,1100000.0,100.0,,0.0,,Dough,Unrated,,,,Menemsha,2016-02-12,1100000.0,,dough,Comedy
116,,Sony,BST,1100000.0,100.0,,0.0,,Elvis & Nixon,R,,54556.0,77812.0,Bleecker Street,2016-04-22,1100000.0,,elvisnixon,Drama
117,,MKS,Gaatri,898000.0,100.0,,0.0,,Gentleman,Unrated,,,,Gaatri Media,2016-06-17,898000.0,,gentleman,Drama
118,,Eros,Eros,858000.0,100.0,,0.0,,Ki & Ka,Unrated,,,166462.0,Eros,2016-04-01,858000.0,,kiandka,Comedy
119,57098935.0,CL,CL,780000.0,100.0,,0.0,,Chongqing Hot Pot,Unrated,,,,China Lion,2016-04-01,780000.0,,chongqinghotpot,Thriller
120,,Dreamwest,WGUSA,751000.0,100.0,,0.0,,The Wailing (Goksung),Unrated,,,,Well Go USA,2016-05-20,751000.0,,wailing,Drama
121,,Madman,IFC,612000.0,100.0,,0.0,,City of Gold,R,,,,IFC,2016-03-11,612000.0,,cityofgold,Documentary
122,,Constantin,BG,566000.0,100.0,,0.0,,Knight of Cups,R,,,14899.0,Broad Green Pictures,2016-03-04,566000.0,,knightofcups,Drama
123,,-,UTV,529000.0,100.0,,0.0,,Fitoor,Unrated,,,191993.0,UTV Communications,2016-02-12,529000.0,,fitoor,Romance
124,,Madman,Magn.,527000.0,100.0,,0.0,,The First Monday in May,PG-13,,,,Magnolia,2016-04-15,527000.0,,thefirstmondayinmay,Documentary
125,,Sony,Cohen,497000.0,100.0,,0.0,,Marguerite,R,,17608.0,59836.0,Cohen Media Group,2016-03-11,497000.0,,marguerite,Drama
126,,Madman,FUN,491000.0,100.0,,0.0,46863971.0,The Boy and the Beast,PG-13,,,,FUNimation Films,2016-03-04,491000.0,,theboyandthebeast,Animation
127,,Madman,GK,453000.0,100.0,,0.0,,Only Yesterday (2016 re-release),PG,,,5044.0,GKIDS,2016-01-01,453000.0,,onlyyesterday2016,Animation
128,,Mindblowing,UTV,438000.0,100.0,,0.0,,Baaghi,Unrated,,,141868.0,UTV Communications,2016-04-29,438000.0,,baaghi,Comedy
129,,Aerofilms,BST,418000.0,100.0,,0.0,,Captain Fantastic,R,,,,Bleecker Street,2016-07-08,418000.0,,captainfantastic,Drama
